"slug","symbol","date","open","close","market_cap","rank","ret","cum_ret","log_ret","cum_log_ret","Code","market_cap_category"
"okb","OKB",2022-12-30,24.14,25.32,1519138302,36,0.05,11.37,0.05,2.63,"PB2024","Under 10B"
"truefi-token","TRU",2024-04-13,0.1,0.09,100633711.3,384,-0.1,-0.88,-0.11,-2.15,"PB2024","Under 500M"
"steth","stETH",2023-08-27,1642,1655.96,13905295970,201,0.01,1.16,0.01,0.88,"PB2024","Under 50B"
"first-digital-usd","FDUSD",2024-03-04,1,1,3210057463,24,0,0,0,0,"PB2024","Under 10B"
"quickswap","QUICK",2022-08-14,94.95,86.78,28384230.69,659,-0.09,-0.81,-0.09,-2.32,"CW2020","Under 50M"
"fetch","FET",2022-02-19,0.33,0.34,251855995.4,52,0.03,0.43,0.03,0.43,"CW2020","Under 500M"
"orbs","ORBS",2022-08-31,0.04,0.04,111463743.6,399,0,0.23,0,0.22,"CW2020","Under 500M"
"band-protocol","BAND",2023-11-29,1.41,1.42,194247865.4,271,0.01,0.76,0.01,0.52,"PB2024","Under 500M"
"nem","XEM",2018-10-11,0.1,0.09,815643899.9,186,-0.1,1.73,-0.11,1.09,"CW2016","Under 1B"
"idex","IDEX",2021-09-17,0.49,0.44,261065014.8,606,-0.1,24.67,-0.11,3.28,"BR2020","Under 500M"
"dogecoin","DOGE",2022-07-03,0.07,0.07,8912747930,8,0,3.31,0,1.56,"CW2020","Under 10B"
"persistence","XPRT",2024-01-19,0.39,0.38,70821237.21,588,-0.03,-0.92,-0.03,-2.35,"PB2024","Under 100M"
"myneighboralice","ALICE",2023-09-06,0.77,0.78,39996972.59,478,0.01,-0.96,0.01,-3.31,"PB2024","Under 50M"
"dego-finance","DEGO",2023-06-05,1.84,1.65,23316201.99,636,-0.1,0.26,-0.11,0.22,"PB2024","Under 50M"
"icon","ICX",2023-04-19,0.34,0.31,299509179.5,252,-0.09,-0.39,-0.09,-0.48,"PB2024","Under 500M"
"counterparty","XCP",2023-04-15,3,3,7852513.26,817,0,-0.79,0,-1.46,"PB2024","Under 50M"
"0x","ZRX",2017-09-22,0.18,0.18,91871000,157,0,-0.12,0,-0.14,"CW2016","Under 100M"
"polygon","MATIC",2024-03-22,0.99,0.97,9610967384,18,-0.02,4440.71,-0.02,8.38,"PB2024","Under 10B"
"the-graph","GRT",2022-12-29,0.06,0.06,481812667.7,44,0,Inf,0,Inf,"PB2024","Under 500M"
"keep-network","KEEP",2022-03-25,0.65,0.64,416968951.1,334,-0.02,-0.39,-0.02,-0.55,"CW2020","Under 500M"
"band-protocol","BAND",2020-02-03,0.25,0.26,4557466.33,271,0.04,-0.59,0.04,-0.91,"PB2020","Under 50M"
"isiklar-coin","ISIKC",2021-04-16,0.5,0.51,1485212.03,667,0.02,0.81,0.02,0.63,"CW2020","Under 50M"
"arcblock","ABT",2021-05-03,0.22,0.22,21699464.14,266,0,-0.95,0,-3.08,"CW2020","Under 50M"
"bella-protocol","BEL",2022-05-28,0.33,0.49,23616818.99,564,0.48,-0.93,0.4,-2.63,"CW2020","Under 50M"
"ardor","ARDR",2022-03-20,0.2,0.2,196558581.4,430,0,15.95,0,2.91,"CW2020","Under 500M"
"cosmos","ATOM",2022-10-25,11.66,12.02,3442087317,34,0.03,0.6,0.03,0.53,"CW2020","Under 10B"
"iotex","IOTX",2018-06-03,0.06,0.05,61081811.24,124,-0.17,1.49,-0.18,0.92,"CW2016","Under 100M"
"icon","ICX",2022-04-22,0.79,0.8,732058360.1,252,0.01,0.63,0.01,0.51,"CW2020","Under 1B"
"mines-of-dalarnia","DAR",2024-02-23,0.15,0.15,69273006.55,470,0,-0.96,0,-3.24,"PB2024","Under 100M"
"nuls","NULS",2023-10-21,0.18,0.18,18611438.74,513,0,0.48,0,0.69,"PB2024","Under 50M"
"meter-governance","MTRG",2022-07-23,3.26,3.33,0,613,0.02,2.69,0.02,1.2,"CW2020","Under 50M"
"kyber-network-crystal-v2","KNC",2024-03-22,0.83,0.8,144130636.5,409,-0.04,-0.5,-0.04,-0.82,"PB2024","Under 500M"
"defichain","DFI",2022-02-20,3.49,3.41,1024738361,575,-0.02,20.57,-0.02,3.14,"CW2020","Under 10B"
"joe","JOE",2023-05-05,0.39,0.4,134798635.7,290,0.03,-0.79,0.03,-1.63,"PB2024","Under 500M"
"metisdao","METIS",2022-06-10,22.82,20.25,87847764.25,179,-0.11,0.79,-0.12,0.56,"CW2020","Under 100M"
"komodo","KMD",2017-03-07,0.1,0.09,8760506.3,586,-0.1,-0.19,-0.11,-0.2,"CW2016","Under 50M"
"jito","JTO",2024-01-22,2.1,2,234107847.5,169,-0.05,0.16,-0.05,0.17,"PB2024","Under 500M"
"waves","WAVES",2019-05-11,2.25,2.47,246658857.5,237,0.1,0.31,0.09,0.28,"PB2020","Under 500M"
"lisk","LSK",2020-01-03,0.53,0.56,68050837.34,261,0.06,-0.88,0.06,-2.21,"PB2020","Under 100M"
"internet-computer","ICP",2022-10-15,4.86,4.92,1319832112,20,0.01,Inf,0.01,Inf,"CW2020","Under 10B"
"power-ledger","POWR",2018-03-01,0.56,0.58,211123877.5,339,0.04,7.75,0.04,2.19,"CW2016","Under 500M"
"rsk-smart-bitcoin","RBTC",2022-11-15,16637.31,16871.06,56879412.75,304,0.01,2.32,0.01,1.29,"CW2020","Under 100M"
"nuco-cloud","NCDT",2021-02-25,0.39,0.34,2231624.44,760,-0.13,-0.68,-0.14,-1.04,"BR2020","Under 50M"
"cronos","CRO",2020-06-30,0.13,0.12,2208498902,30,-0.08,7.4,-0.08,2.12,"BR2020","Under 10B"
"bone-shibaswap","BONE",2023-07-13,1.29,1.33,305509841.1,351,0.03,0.11,0.03,0.22,"PB2024","Under 500M"
"orion-xyz","ORN",2023-11-16,0.73,0.68,23387543.8,590,-0.07,-0.3,-0.07,-0.23,"PB2024","Under 50M"
"susd","SUSD",2019-04-14,0.89,0.93,1157821.61,614,0.04,-0.1,0.04,-0.07,"PB2020","Under 50M"
"bitcoin-sv","BSV",2021-02-01,173.86,178.72,3331497953,70,0.03,1.09,0.03,0.62,"BR2020","Under 10B"
"steem-dollars","SBD",2021-11-05,7.5,7.54,71863176.53,599,0.01,0.63,0.01,0.78,"CW2020","Under 100M"
"polymath-network","POLY",2022-12-01,0.22,0.21,197648009.4,467,-0.05,18.44,-0.05,3.1,"CW2020","Under 500M"
"aventus","AVT",2022-11-02,1.57,1.58,9454111.2,830,0.01,-0.42,0.01,-0.37,"CW2020","Under 50M"
"threshold","T",2022-03-21,0.13,0.12,0,191,-0.08,-0.16,-0.08,-0.15,"CW2020","Under 50M"
"astar","ASTR",2023-08-02,0.05,0.05,228827168.7,120,0,-0.87,0,-2.09,"PB2024","Under 500M"
"dogecoin","DOGE",2023-11-12,0.08,0.08,11058064989,8,0,4.3,0,1.69,"PB2024","Under 50B"
"wax","WAXP",2018-05-12,0.25,0.25,158203279.9,255,0,-0.93,0,-2.71,"CW2016","Under 500M"
"ontology","ONT",2019-06-26,1.78,1.67,826529910.7,194,-0.06,-0.29,-0.06,-0.42,"PB2020","Under 1B"
"tether-eurt","EURt",2022-02-01,1.12,1.13,0,689,0.01,-0.05,0.01,-0.04,"CW2020","Under 50M"
"perpetual-protocol","PERP",2023-11-25,0.67,0.69,45442592.12,521,0.03,-0.62,0.03,-0.9,"PB2024","Under 50M"
"rollbit-coin","RLB",2023-12-19,0.16,0.15,504457839.5,222,-0.06,Inf,-0.06,Inf,"PB2024","Under 1B"
"dash","DASH",2014-11-28,2.33,2.38,11639679.77,178,0.02,5.01,0.02,1.89,"CW2014","Under 50M"
"osmosis","OSMO",2022-09-13,1.4,1.3,366014186.2,115,-0.07,-0.72,-0.07,-1.32,"CW2020","Under 500M"
"nexo","NEXO",2021-04-12,2.94,3.22,1805512669,108,0.1,10.05,0.09,2.37,"CW2020","Under 10B"
"milk-alliance","MLK",2021-02-22,0.38,0.33,25554573.71,398,-0.13,0.82,-0.14,0.57,"BR2020","Under 50M"
"ethereum","ETH",2020-07-03,229.32,225.39,25155571600,2,-0.02,54.17,-0.02,3.97,"BR2020","Under 50B"
"aragon","ANT",2020-10-29,3.1,3.02,119687076.4,184,-0.03,0.82,-0.03,0.69,"BR2020","Under 500M"
"radix-protocol","XRD",2024-04-06,0.07,0.07,757271429.3,128,0,-0.18,0,-0.16,"PB2024","Under 1B"
"ardor","ARDR",2021-08-25,0.31,0.31,307273667.4,430,0,29.58,0,3.53,"BR2020","Under 500M"
"mcdex","MCB",2023-09-06,9.1,9.23,35272425.22,704,0.01,1.12,0.01,0.56,"PB2024","Under 50M"
"rlc","RLC",2022-05-06,1.48,1.5,120062338.7,283,0.01,2.36,0.01,1.41,"CW2020","Under 500M"
"reserve","RSV",2023-06-24,1,1,28763259.14,629,0,-0.13,0,-0.04,"PB2024","Under 50M"
"binance-usd","BUSD",2024-04-09,1,1,70644367.51,526,0,-0.01,0,0,"PB2024","Under 100M"
"chiliz","CHZ",2024-02-11,0.1,0.1,890786080.9,79,0,7.94,0,2.27,"PB2024","Under 1B"
"hopr","HOPR",2024-04-07,0.14,0.14,46634344.58,680,0,-0.86,0,-2.03,"PB2024","Under 50M"
"decred","DCR",2020-04-17,12.56,12.47,141644278.2,185,-0.01,20.02,-0.01,3.03,"PB2020","Under 500M"
"clover","CLV",2022-08-27,0.09,0.09,28513774.47,540,0,-0.91,0,-2.4,"CW2020","Under 50M"
"render","RNDR",2024-03-18,13.15,11.75,4471918600,33,-0.11,147.93,-0.11,5.14,"PB2024","Under 10B"
"ethereum","ETH",2017-07-25,224.37,206.71,19338262506,2,-0.08,60.41,-0.08,4.04,"CW2016","Under 50B"
"ontology","ONT",2020-12-08,0.54,0.51,406470056.1,194,-0.06,-0.82,-0.06,-1.74,"BR2020","Under 500M"
"bnb","BNB",2019-09-16,20.6,20.4,3172717473,4,-0.01,75.19,-0.01,4.35,"PB2020","Under 10B"
"iota","IOTA",2024-02-19,0.27,0.28,887566217.3,102,0.04,-0.66,0.04,-1.03,"PB2024","Under 1B"
"neopin","NPT",2023-02-15,1.04,1.08,29177704.9,565,0.04,-0.89,0.04,-2.23,"PB2024","Under 50M"
"waves","WAVES",2019-03-21,2.82,2.75,274618900.9,237,-0.02,0.43,-0.03,0.37,"PB2020","Under 500M"
"livepeer","LPT",2023-05-12,4.73,4.83,134624552.3,142,0.02,0.06,0.02,-0.1,"PB2024","Under 500M"
"propy","PRO",2021-10-03,0.94,0.92,65397294.04,232,-0.02,-0.52,-0.02,-0.73,"BR2020","Under 100M"
"lazio-fan-token","LAZIO",2024-02-07,2.41,2.48,21310983.15,787,0.03,-0.93,0.03,-2.58,"PB2024","Under 50M"
"zcash","ZEC",2017-08-13,223.34,214.3,419021190.7,173,-0.04,-0.89,-0.04,-2.13,"BR2016","Under 500M"
"keep3rv1","KP3R",2023-02-04,86.56,85.45,36333195.7,738,-0.01,1.23,-0.01,0.91,"PB2024","Under 50M"
"raydium","RAY",2021-09-21,10.07,9.2,639092528.4,161,-0.09,0.26,-0.09,0.29,"BR2020","Under 1B"
"enzyme","MLN",2018-01-10,246.46,225.52,135174290.4,579,-0.08,6.06,-0.09,2.07,"CW2016","Under 500M"
"trias-token","TRIAS",2022-10-29,1.15,1.19,1906147.23,445,0.03,-0.19,0.03,-0.17,"CW2020","Under 50M"
"propy","PRO",2023-03-11,0.41,0.39,32303567.43,232,-0.05,-0.83,-0.05,-1.7,"PB2024","Under 50M"
"cortex","CTXC",2021-03-03,0.16,0.17,41661644.83,532,0.06,-0.65,0.06,-1.02,"CW2020","Under 50M"
"allianceblock-nexera","NXRA",2023-11-20,0.12,0.11,86583941.32,433,-0.08,1,-0.09,0.63,"PB2024","Under 100M"
"castello-coin","CAST",2023-03-07,0.1,0.1,0,857,0,Inf,0,Inf,"PB2024","Under 50M"
"wilder-world","WILD",2021-09-13,1.61,1.81,128759995.7,273,0.12,1.14,0.12,0.77,"BR2020","Under 500M"
"ark","ARK",2021-01-27,0.42,0.39,49003429.18,345,-0.07,11.08,-0.07,2.59,"BR2020","Under 50M"
"nkn","NKN",2018-09-29,0.05,0.05,9812944.24,456,0,-0.84,0,-1.82,"CW2016","Under 50M"
"status","SNT",2021-04-05,0.18,0.22,764066410.2,331,0.22,7463.83,0.2,8.96,"CW2020","Under 1B"
"dia","DIA",2021-07-06,1.14,1.24,51253851.75,589,0.09,0.19,0.08,0.21,"BR2020","Under 100M"
"fc-barcelona-fan-token","BAR",2023-08-26,2.58,2.56,26729109.1,758,-0.01,-0.56,-0.01,-0.96,"PB2024","Under 50M"
"counterparty","XCP",2015-03-19,1.2,1.29,3405122.51,817,0.08,-0.91,0.07,-2.26,"CW2014","Under 50M"
"huobi-btc","HBTC",2020-09-22,11051.76,11051.76,53160800.17,238,0,0.07,0,0.08,"BR2020","Under 100M"
"numeraire","NMR",2020-11-28,27.2,38.18,169526286.1,326,0.4,0.2,0.34,0.16,"BR2020","Under 500M"
"gelato","GEL",2024-04-01,0.59,0.53,58371542.51,674,-0.1,-0.83,-0.11,-1.67,"PB2024","Under 100M"
"clash-of-lilliput","COL",2023-05-20,0.69,0.69,56604130.01,548,0,0.03,0,0.04,"PB2024","Under 100M"
"symbol","XYM",2022-11-03,0.04,0.04,209986963.2,372,0,-0.9,0,-2.24,"CW2020","Under 500M"
"tether","USDT",2017-07-31,1,1,319795154,3,0,0.08,0,0.09,"BR2016","Under 500M"
"lto-network","LTO",2020-12-24,0.1,0.1,28082456.87,497,0,15.5,0,2.73,"BR2020","Under 50M"
"vectorspace-ai","VXV",2023-04-19,0.48,0.46,22210078.78,686,-0.04,12.82,-0.04,2.61,"PB2024","Under 50M"
"viberate","VIB",2020-02-15,0.03,0.03,5443674.97,841,0,258.39,0,5.62,"PB2020","Under 50M"
"dusk","DUSK",2021-11-29,0.31,0.34,131419458.8,350,0.1,0.48,0.09,0.42,"CW2020","Under 500M"
"ravencoin","RVN",2019-03-26,0.06,0.05,165714876.3,145,-0.17,11.44,-0.18,2.54,"PB2020","Under 500M"
"synthetix","SNX",2021-10-21,9.95,9.47,1087619579,87,-0.05,46.65,-0.05,3.89,"BR2020","Under 10B"
"paxos-standard","USDP",2021-07-23,1,1,907725269.3,360,0,-0.01,0,0,"BR2020","Under 1B"
"usdj","USDJ",2020-06-08,1,1,4218785.27,312,0,-0.02,0,-0.02,"BR2020","Under 50M"
"viction","VIC",2021-03-21,2.47,2.84,229120040.2,525,0.15,2.16,0.14,1.38,"CW2020","Under 500M"
"zcash","ZEC",2017-06-24,381.16,362.57,562869530.4,173,-0.05,-0.83,-0.05,-1.72,"BR2016","Under 1B"
"alien-worlds","TLM",2021-11-22,0.34,0.36,327521991.8,520,0.06,-0.29,0.06,-0.34,"CW2020","Under 500M"
"rlc","RLC",2020-07-10,0.95,0.88,70515839.57,283,-0.07,1.54,-0.08,1.03,"BR2020","Under 100M"
"singularitynet","AGIX",2023-10-16,0.17,0.17,210590263.1,74,0,-0.19,0,-0.09,"PB2024","Under 500M"
"basic-attention-token","BAT",2018-02-19,0.42,0.43,425791000,170,0.02,1.79,0.02,1.04,"CW2016","Under 500M"
"joe","JOE",2023-09-16,0.25,0.25,83296899.32,290,0,-0.87,0,-2.07,"PB2024","Under 100M"
"polytrade","TRADE",2023-10-25,0.1,0.1,2562244.15,601,0,-0.61,0,-0.95,"PB2024","Under 50M"
"theta-fuel","TFUEL",2023-03-16,0.06,0.06,340952544.8,100,0,2.5,0,1.28,"PB2024","Under 500M"
"wilder-world","WILD",2023-02-13,0.44,0.42,41259289.87,273,-0.05,-0.6,-0.05,-0.96,"PB2024","Under 50M"
"assemble-protocol","ASM",2022-03-12,0.05,0.05,53376989.9,612,0,5.14,0,1.88,"CW2020","Under 100M"
"morpheus-network","MNW",2023-07-09,1.19,1.15,54043379.98,645,-0.03,1.07,-0.03,0.71,"PB2024","Under 100M"
"beta-finance","BETA",2023-05-15,0.1,0.1,66520935.02,576,0,-0.97,0,-3.69,"PB2024","Under 100M"
"dragonchain","DRGN",2019-01-04,0.09,0.09,22159344.08,755,0,-0.79,0,-1.61,"PB2020","Under 50M"
"arpa-chain","ARPA",2024-01-17,0.07,0.07,88088774.11,472,0,182.06,0,5.25,"PB2024","Under 100M"
"ribbon-finance","RBN",2021-10-15,3.78,2.87,115531269.6,123,-0.24,-0.36,-0.28,-0.44,"BR2020","Under 500M"
"joe","JOE",2024-03-25,0.91,0.98,350353617.7,290,0.08,-0.52,0.07,-0.71,"PB2024","Under 500M"
"gemini-dollar","GUSD",2023-08-31,1,1,309117745.3,449,0,-0.17,0,-0.09,"PB2024","Under 500M"
"mx-token","MX",2024-01-26,2.72,2.74,271613408.1,138,0.01,10.35,0.01,2.65,"PB2024","Under 500M"
"shuffle","SHFL",2024-04-21,0.26,0.29,0,759,0.12,-0.45,0.11,-0.6,NA,"Under 50M"
"apollox","APX",2023-04-13,0.05,0.05,20538371.86,706,0,0.11,0,0.07,"PB2024","Under 50M"
"kusama","KSM",2021-07-11,207.93,210.51,1783050882,246,0.01,141.38,0.01,4.95,"BR2020","Under 10B"
"gatetoken","GT",2019-11-12,0.58,0.57,23349069.43,103,-0.02,-0.36,-0.02,-0.42,"PB2020","Under 50M"
"vegaprotocol","VEGA",2022-01-12,10.88,10.73,99776588.67,672,-0.01,-0.39,-0.01,-0.5,"CW2020","Under 100M"
"bitcoin","BTC",2023-03-10,20367,20187.24,3.89891e+11,1,-0.01,82.41,-0.01,4.59,"PB2024","Under 500B"
"alitas","ALT",2024-03-09,0.54,0.59,70496304.11,623,0.09,0.34,0.09,-0.74,"PB2024","Under 100M"
"usdk","USDK",2023-05-11,1.02,1.01,28986062.95,800,-0.01,-0.06,-0.01,-0.03,"PB2024","Under 50M"
"adx-net","ADX",2018-06-26,0.36,0.35,25429859.49,756,-0.03,-0.09,-0.03,-0.11,"CW2016","Under 50M"
"hello-labs","HELLO",2023-12-19,0.13,0.14,85556042.71,796,0.08,4.97,0.07,1.83,"PB2024","Under 100M"
"veruscoin","VRSC",2020-08-23,0.14,0.17,0,531,0.21,1.83,0.19,1.04,"BR2020","Under 50M"
"0x","ZRX",2023-12-19,0.37,0.37,311019574.9,157,0,0,0,0.15,"PB2024","Under 500M"
"trust-wallet-token","TWT",2022-01-03,0.73,0.7,244466617.3,151,-0.04,76.44,-0.04,4.51,"CW2020","Under 500M"
"botto","BOTTO",2024-03-23,0.99,0.99,48680691.58,641,0,-0.59,0,-0.89,"PB2024","Under 50M"
"guildfi","GF",2024-04-01,0.51,0.45,267146240.9,230,-0.12,-0.87,-0.13,-2.08,"PB2024","Under 500M"
"alitas","ALT",2024-04-24,0.44,0.41,49447008.57,623,-0.07,-0.09,-0.07,-1.65,NA,"Under 50M"
"request","REQ",2024-03-09,0.16,0.15,149928304.3,371,-0.06,11134.3,-0.06,9.31,"PB2024","Under 500M"
"ampleforth","AMPL",2024-04-15,0.98,0.95,26993915.16,747,-0.03,-0.77,-0.03,-1.31,"PB2024","Under 50M"
"usd-coin","USDC",2022-05-27,1,1,53562595190,6,0,0.02,0,0.03,"CW2020","Under 100B"
"wrapped-nxm","WNXM",2021-10-08,59.91,60.99,102282838.3,488,0.02,6.84,0.02,2.07,"BR2020","Under 500M"
"the-graph","GRT",2021-08-26,0.95,0.87,4081898661,44,-0.08,Inf,-0.09,Inf,"BR2020","Under 10B"
"komodo","KMD",2022-08-30,0.28,0.26,34425194.75,586,-0.07,1.57,-0.07,1.03,"CW2020","Under 50M"
"amp","AMP",2021-11-13,0.06,0.06,2453769853,197,0,34.46,0,3.58,"CW2020","Under 10B"
"kryll","KRL",2022-11-04,0.37,0.38,14788149.29,771,0.03,7.8,0.03,2.18,"CW2020","Under 50M"
"burger-cities","BURGER",2023-04-27,0.6,0.61,23573588.8,793,0.02,-0.31,0.02,-0.28,"PB2024","Under 50M"
"dforce","DF",2020-06-26,0.43,0.42,0,851,-0.02,0.18,-0.02,0.18,"BR2020","Under 50M"
"gnosis-gno","GNO",2022-02-01,284.7,294.86,549919427.8,97,0.04,1.81,0.04,1.15,"CW2020","Under 1B"
"htx-token","HT",2020-07-16,4.23,4.19,904625837.8,451,-0.01,1.75,-0.01,1.06,"BR2020","Under 1B"
"iskra","ISK",2024-01-01,0.2,0.19,12000113.17,778,-0.05,-0.61,-0.05,-1,"PB2024","Under 50M"
"monacoin","MONA",2015-08-13,0.11,0.11,2308044.15,823,0,-0.16,0,-0.11,"CW2014","Under 50M"
"stafi","FIS",2023-07-26,0.28,0.28,17101340.18,718,0,-0.86,0,-1.86,"PB2024","Under 50M"
"firo","FIRO",2020-10-20,3.84,3.73,41545532.99,839,-0.03,4.05,-0.03,1.66,"BR2020","Under 50M"
"vertex-protocol","VRTX",2023-12-20,0.3,0.3,48199477.3,685,0,-0.04,0,-0.03,"PB2024","Under 50M"
"usdx-kava","USDX",2023-09-30,0.94,0.94,104959566,463,0,0.06,0,-0.01,"PB2024","Under 500M"
"helium","HNT",2022-10-30,4.04,4.02,520254948.5,109,0,10.01,0,2.46,"CW2020","Under 1B"
"get-protocol","GET",2021-10-24,3.13,3.06,34804594.18,769,-0.02,-0.73,-0.02,-1.28,"BR2020","Under 50M"
"arweave","AR",2021-01-02,2.62,2.67,89104677.94,49,0.02,5.33,0.02,1.82,"BR2020","Under 100M"
"wax","WAXP",2020-02-28,0.05,0.05,47541584.77,255,0,-0.89,0,-2.34,"PB2020","Under 50M"
"lcx","LCX",2023-05-31,0.05,0.06,44322169.42,264,0.2,12472.28,0.18,9.39,"PB2024","Under 50M"
"dforce","DF",2022-04-07,0.08,0.08,33317382.11,851,0,-0.79,0,-1.54,"CW2020","Under 50M"
"irisnet","IRIS",2020-11-08,0.05,0.05,43639990.55,628,0,6.66,0,1.96,"BR2020","Under 50M"
"kusama","KSM",2020-02-25,3.15,2.92,0,246,-0.07,0.69,-0.08,0.53,"PB2020","Under 50M"
"art-de-finance","ADF",2023-11-09,7.26,7.24,0,484,0,0.03,0,0.04,"PB2024","Under 50M"
"fio-protocol","FIO",2022-05-04,0.09,0.09,45714149.04,780,0,-0.4,0,-0.45,"CW2020","Under 50M"
"curve-dao-token","CRV",2023-10-20,0.41,0.42,375763761.1,130,0.02,-0.98,0.02,-3.79,"PB2024","Under 500M"
"hard-protocol","HARD",2022-02-20,0.57,0.53,57012652.66,785,-0.07,-0.54,-0.07,-0.77,"CW2020","Under 100M"
"math","MATH",2021-08-06,1.1,1.12,127543532.6,652,0.02,6.73,0.02,2.04,"BR2020","Under 500M"
"gnosis-gno","GNO",2021-04-21,174.16,178.43,268460194.6,97,0.02,0.42,0.02,0.59,"CW2020","Under 500M"
"ark","ARK",2023-02-25,0.41,0.39,66409000.51,345,-0.05,8.52,-0.05,2.38,"PB2024","Under 100M"
"ava","AVA",2024-01-21,0.61,0.61,31411207.03,725,0,5.65,0,1.78,"PB2024","Under 50M"
"orchid","OXT",2020-11-17,0.23,0.22,82302207.85,432,-0.04,-0.26,-0.04,-0.36,"BR2020","Under 100M"
"eos","EOS",2017-07-26,1.64,1.74,422142814.1,91,0.06,0.78,0.06,0.58,"CW2016","Under 500M"
"ontology-gas","ONG",2022-12-10,0.26,0.26,86329771.49,257,0,-0.87,0,-1.91,"PB2024","Under 100M"
"veruscoin","VRSC",2022-12-25,0.36,0.37,26998745.3,531,0.03,3.25,0.03,1.42,"PB2024","Under 50M"
"wrapped-bitcoin","WBTC",2019-12-10,7397.49,7293.38,4297852.79,203,-0.01,1.04,-0.01,0.74,"PB2020","Under 50M"
"bitcoin-cash","BCH",2023-02-05,138.27,134.46,2595658646,15,-0.03,-0.8,-0.03,-1.58,"PB2024","Under 10B"
"bitmax-token","ASD",2020-04-22,0.04,0.04,27092802.82,723,0,-0.07,0,-0.09,"PB2020","Under 50M"
"defi-pulse-index","DPI",2022-04-18,173.91,175.46,98079622.91,581,0.01,0.5,0.01,0.47,"CW2020","Under 100M"
"compound","COMP",2023-12-28,63.81,62.18,501206353,148,-0.03,-0.29,-0.03,-0.38,"PB2024","Under 1B"
"harrypotterobamasonic10inu-eth","BITCOIN",2024-03-07,0.15,0.11,105846012.7,462,-0.27,3.46,-0.31,1.49,"PB2024","Under 500M"
"get-protocol","GET",2018-06-02,0.61,0.71,8092177.02,769,0.16,-0.9,0.15,-2.39,"CW2016","Under 50M"
"apollox","APX",2022-02-07,0.05,0.06,23906546.85,706,0.2,-0.13,0.18,-0.15,"CW2020","Under 50M"
"xrp","XRP",2020-02-08,0.28,0.28,12115026113,7,0,101.43,0,4.59,"PB2020","Under 50B"
"immutable-x","IMX",2023-01-08,0.42,0.45,344244143.6,37,0.07,-0.93,0.07,-2.64,"PB2024","Under 500M"
"loopring","LRC",2023-07-30,0.23,0.22,296717111.2,177,-0.04,9.09,-0.04,2.43,"PB2024","Under 500M"
"numeraire","NMR",2024-03-05,34.93,33.23,208231719.1,326,-0.05,0.12,-0.05,-0.02,"PB2024","Under 500M"
"streamr","DATA",2020-08-14,0.07,0.07,47293568.91,549,0,511.26,0,6.22,"BR2020","Under 50M"
"adx-net","ADX",2020-04-15,0.06,0.06,4734707,756,0,-0.95,0,-2.98,"PB2020","Under 50M"
"neo","NEO",2020-04-02,6.81,7,493480795,69,0.03,8.79,0.03,2.35,"PB2020","Under 500M"
"arpa-chain","ARPA",2023-12-08,0.05,0.06,68898625.33,472,0.2,155.75,0.18,5.09,"PB2024","Under 100M"
"enjin-coin","ENJ",2018-07-09,0.07,0.07,50142597.67,143,0,7.46,0,2.08,"CW2016","Under 100M"
"lto-network","LTO",2021-06-01,0.23,0.22,62509340.34,497,-0.04,37.97,-0.04,3.6,"CW2020","Under 100M"
"nft-worlds","WRLD",2023-10-03,0.04,0.03,24167480.75,810,-0.25,6.25,-0.29,2.03,"PB2024","Under 50M"
"fasttoken","FTN",2023-04-17,0.73,0.73,0,219,0,1.02,0,0.64,"PB2024","Under 50M"
"wanchain","WAN",2024-03-17,0.27,0.28,55062278.14,593,0.04,-0.92,0.04,-2.48,"PB2024","Under 100M"
"vectorspace-ai","VXV",2023-04-08,0.52,0.49,23610887.46,686,-0.06,13.8,-0.06,2.67,"PB2024","Under 50M"
"balancer","BAL",2023-06-08,4.93,4.93,245456160.6,274,0,-0.59,0,-1.12,"PB2024","Under 500M"
"banana-gun","BANANA",2023-12-08,16.47,17.59,46163587.53,506,0.07,0.66,0.07,0.5,"PB2024","Under 50M"
"ethereum-name-service","ENS",2023-07-24,9.57,9.14,262390856.3,146,-0.04,-0.81,-0.05,-1.67,"PB2024","Under 500M"
"monero","XMR",2023-03-13,150.9,152.8,2788884088,48,0.01,47.46,0.01,3.97,"PB2024","Under 10B"
"decentraland","MANA",2023-03-02,0.66,0.64,1183653973,95,-0.03,183.58,-0.03,5.2,"PB2024","Under 10B"
"bancor","BNT",2023-05-12,0.42,0.42,65717299.76,460,0,-0.99,0,-4.53,"PB2024","Under 100M"
"dragonchain","DRGN",2022-01-02,0.07,0.07,27703979.23,755,0,0.73,0,0.48,"CW2020","Under 50M"
"sushiswap","SUSHI",2024-04-05,1.58,1.56,367700363.1,251,-0.01,-0.59,-0.01,-0.95,"PB2024","Under 500M"
"celo","CELO",2022-09-13,0.89,0.8,368730361.7,155,-0.1,-0.03,-0.11,-0.1,"CW2020","Under 500M"
"utrust","UTK",2022-12-12,0.1,0.1,48080681.04,646,0,14.59,0,2.88,"PB2024","Under 50M"
"zcash","ZEC",2018-10-01,131.89,127.38,626834735.8,173,-0.03,-0.94,-0.03,-2.73,"CW2016","Under 1B"
"monero","XMR",2016-05-03,0.96,0.91,10694149.05,48,-0.05,-0.54,-0.05,-0.63,"PB2016","Under 50M"
"eos","EOS",2021-06-28,3.77,3.84,3667056331,91,0.02,2.61,0.02,1.16,"CW2020","Under 10B"
